194.00000000, 3.03028839
196.00000000, 3.13616892
198.00000000, 3.21821695
200.00000000, 3.27931238
202.00000000, 3.33552521
204.00000000, 3.36465106
206.00000000, 3.39022717
208.00000000, 3.40363547
210.00000000, 3.41906430
212.00000000, 3.43206218
214.00000000, 3.44032873
216.00000000, 3.44551058
218.00000000, 3.40572117
220.00000000, 3.34845595
222.00000000, 3.26016864
224.00000000, 3.11611178
226.00000000, 2.98495644
228.00000000, 2.80727916
230.00000000, 2.64210332
232.00000000, 2.45960077
234.00000000, 2.27723123
236.00000000, 2.12837843
238.00000000, 1.98132136
240.00000000, 1.88200789
242.00000000, 1.80516786
244.00000000, 1.75355361
246.00000000, 1.72677445
248.00000000, 1.70148377
250.00000000, 1.69296910
252.00000000, 1.68886734
254.00000000, 1.70119172
256.00000000, 1.71524907
258.00000000, 1.72672024
260.00000000, 1.73197760
262.00000000, 1.73136837
264.00000000, 1.72267119
266.00000000, 1.71607537
268.00000000, 1.70695222
270.00000000, 1.70241561
272.00000000, 1.70681378
274.00000000, 1.71507103
276.00000000, 1.71902408
278.00000000, 1.71811966
280.00000000, 1.71853160
282.00000000, 1.71698563
284.00000000, 1.70787495
286.00000000, 1.69645790
288.00000000, 1.67720317
290.00000000, 1.65998373
292.00000000, 1.61992352
294.00000000, 1.57469109
296.00000000, 1.53245356
298.00000000, 1.47905489
300.00000000, 1.43934831
302.00000000, 1.38867200
304.00000000, 1.34085173
306.00000000, 1.28633880
308.00000000, 1.23495448
310.00000000, 1.17563266
312.00000000, 1.11324915
314.00000000, 1.05630297
316.00000000, 0.98765802
318.00000000, 0.93768840
320.00000000, 0.87266914
322.00000000, 0.81471197
324.00000000, 0.75480545
326.00000000, 0.69388775
328.00000000, 0.65161089
330.00000000, 0.60500647
332.00000000, 0.57095769
334.00000000, 0.54107426
336.00000000, 0.51781610
338.00000000, 0.49943360
340.00000000, 0.48201035
342.00000000, 0.46996175
344.00000000, 0.45851503
346.00000000, 0.45436508
348.00000000, 0.44921430
350.00000000, 0.44244644
352.00000000, 0.43963708
354.00000000, 0.43924740
356.00000000, 0.44639345
358.00000000, 0.45355994
360.00000000, 0.45283249
362.00000000, 0.45879056
364.00000000, 0.46894119
366.00000000, 0.47872154
368.00000000, 0.48755461
370.00000000, 0.49975448
372.00000000, 0.51445407
374.00000000, 0.53183122
376.00000000, 0.54821876
378.00000000, 0.56106586
380.00000000, 0.58422914
382.00000000, 0.60321810
384.00000000, 0.62060306
386.00000000, 0.64074819
388.00000000, 0.66024483
390.00000000, 0.68526438
392.00000000, 0.70921060
394.00000000, 0.73888885
396.00000000, 0.76082679
398.00000000, 0.78652676
400.00000000, 0.81615177
402.00000000, 0.83821957
404.00000000, 0.86771440
406.00000000, 0.89386905
408.00000000, 0.92248041
410.00000000, 0.94865753
412.00000000, 0.97544757
414.00000000, 0.99911259
416.00000000, 1.02569794
418.00000000, 1.05350950
420.00000000, 1.07652139
422.00000000, 1.10873695
424.00000000, 1.13441880
426.00000000, 1.16525990
428.00000000, 1.19213744
430.00000000, 1.22218372
432.00000000, 1.25568466
434.00000000, 1.28977000
436.00000000, 1.32738935
438.00000000, 1.35627827
440.00000000, 1.40027110
442.00000000, 1.43842781
444.00000000, 1.47786997
446.00000000, 1.52029673
448.00000000, 1.55933131
450.00000000, 1.60687654
452.00000000, 1.64422531
454.00000000, 1.69526896
456.00000000, 1.74203039
458.00000000, 1.78937864
460.00000000, 1.83201823
462.00000000, 1.87438459
464.00000000, 1.91998890
466.00000000, 1.95819959
468.00000000, 2.00416854
470.00000000, 2.04169100
472.00000000, 2.09406992
474.00000000, 2.13919039
476.00000000, 2.18588919
478.00000000, 2.23378247
480.00000000, 2.27194797
482.00000000, 2.31643484
484.00000000, 2.34874515
486.00000000, 2.38386605
488.00000000, 2.41345062
490.00000000, 2.43808150
492.00000000, 2.45870458
494.00000000, 2.46212527
496.00000000, 2.45810092
498.00000000, 2.44856352
500.00000000, 2.42289770
502.00000000, 2.39548099
504.00000000, 2.35355759
506.00000000, 2.30909557
508.00000000, 2.26552045
510.00000000, 2.21289463
512.00000000, 2.17139065
514.00000000, 2.11986634
516.00000000, 2.07536145
518.00000000, 2.02921616
520.00000000, 1.98468080
522.00000000, 1.95081085
524.00000000, 1.91721985
526.00000000, 1.88751501
528.00000000, 1.84731103
530.00000000, 1.81474043
532.00000000, 1.76565782
534.00000000, 1.71992096
536.00000000, 1.66953061
538.00000000, 1.61481794
540.00000000, 1.56183909
542.00000000, 1.49744170
544.00000000, 1.44491236
546.00000000, 1.37909521
548.00000000, 1.32198339
550.00000000, 1.24905481
552.00000000, 1.16928663
554.00000000, 1.09348944
556.00000000, 1.00623174
558.00000000, 0.93761767
560.00000000, 0.85135542
562.00000000, 0.77630449
564.00000000, 0.69981781
566.00000000, 0.62840411
568.00000000, 0.56151856
570.00000000, 0.49352248
572.00000000, 0.44631232
574.00000000, 0.38805745
576.00000000, 0.34489228
578.00000000, 0.29987849
580.00000000, 0.26192490
582.00000000, 0.23099475
584.00000000, 0.19953229
586.00000000, 0.17470161
588.00000000, 0.15194468
590.00000000, 0.13800866
592.00000000, 0.11654349
594.00000000, 0.09997124
596.00000000, 0.08625083
598.00000000, 0.07081278
600.00000000, 0.05985851
602.00000000, 0.05130901
604.00000000, 0.04770092
606.00000000, 0.04397687
608.00000000, 0.04029454
610.00000000, 0.03826138
612.00000000, 0.03611545
614.00000000, 0.03117205
616.00000000, 0.02938670
618.00000000, 0.02979489
620.00000000, 0.02970046
